Category,Message,Message Traduit
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Tsy noheverin'i Wow fa mahazatra izany. averiko daholo fa tsy freak! Raha tsy hoe tapahinao izany :-)
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","Ho an'ny fahafahanao hahazo vola miantsena £250 isan-kerinandro TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,Azafady azafady. Ny zavatra farany ilaiko dia ny adin-tsaina. Indray mandeha eo amin'ny fiainanao dia aoka ianao ho rariny.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,Manana Secret Admirer ianao izay mitady 2 mifandraisa amin'ny U-dia fantaro hoe iza R*ambarany izay mihevitra ny UR ho manokana-antsoy ny 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876","Mila, 23 taona, blonde, vaovao any UK. Mijery firaisana amin'ny lehilahy UK aho. raha tia fahafinaretana miaraka amiko ianao. Soraty ny MTALK amin'ny 69866.18. 30pp/txt faha-15 maimaim-poana. £1.50 fanampiny. Help08718728876"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg","Hojereko raha afaka mitsambikina kely aho, manana zavatra hokarakaraina eto aloha"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),Te-hirary taom-baovao sambatra ho anao aho ary te hiresaka aminao momba ny torohevitra ara-dalàna tokony hatao rehefa nisaraka izahay sy Gary fa mivantana. Hanao dia any Ptbo aho noho izany. Manantena aho fa ho tsara daholo ny zava-drehetra miaraka aminao babe ary tiako ianao :)
ham,Have you not finished work yet or something?,Mbola tsy nahavita asa ve ianao sa inona?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Tsy handeha teatra aho rahampitso. . . Ka afaka mankany amin'izay iantsoanao ahy aho. . . Lazao ahy hoe aiza sy rahoviana no ho avy rahampitso
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,Tsara ENGLAND! Raiso ny feon-kira poly poly na saina miloko ofisialy amin'ny findainao! soraty ny TONE na FLAG amin'ny 84199 IZAO! Miala txt ENG STOP. Box39822 W111WX £1.50
ham,Right it wasnt you who phoned it was someone with a number like yours!,Marina fa tsy ianao no nitelefaonina fa olona manana numéro toa anao!
ham,It's ok i wun b angry. Msg u aft i come home tonight.,Tsy maninona fa tezitra aho. Msg anao aft aho mody anio alina.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,Nahafinaritra koa aho. Mahafinaritra ny manao zavatra hafa kely amin'ny faran'ny herinandroko mba hiova. Hihaona tsy ho ela
ham,Yo sorry was in the shower sup,Miala tsiny fa tao anaty douche sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit","Midina i Carlos fa tsy maintsy maka azy aho, ka hitsimbikina kely amin'ny usf aho"
ham,Full heat pa:-) i have applyed oil pa.,Feno hafanaina pa:-) efa nanao menaka pa.
ham,I'm stuck in da middle of da row on da right hand side of da lt...,Mihitsoka eo afovoan'ny laharana aho amin'ny ilany havanana amin'ny...
ham,Have you laid your airtel line to rest?,Efa nametraka ny zotra airtel-nao ve ianao?
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,"Salama, nanapa-kevitra ve ianao fa mahazo 4 ny andro nahaterahany raha tsy misy olana ara-pahasalamana dia alao fotsiny izy ny voucher avy amin'ny virjiny na sumfing"
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,FreeMsg: Txt: ANTSO amin'ny No: 86888 ary angataho ny valisoanao amin'ny ora 3 ora firesahana ampiasaina amin'ny findainao izao! Misoratra anarana6GBP/mnth inc 3ora 16 fijanonana?txtStop
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx","aho j! Mahatsiaro ho tsara kokoa ve ianao, hopeSo hunny. marary aho izao ary mieritreritra fa mety ho voan'ny tonsolitus ihany aho! damn im layin in bedreal bored. tiako be aho xxxx"
ham,And I don't plan on staying the night but I prolly won't be back til late,Ary tsy mikasa ny hatory aho fa tsy hody mandra-paharivan'ny andro
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,THANX 4 PUTTIN DA FONE ANY AHY!!
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?","Mila faha-8 aho fa any ivelan'ny campus atm, afaka maka adiny iray na roa ve aho?"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...","Oh... Haha... Nandeha ihany koa izahay androany... Gee, nvm la... Kaiez, tsy tsaroako ny handeha jazz oso... Natahotra ny hiphop ka tsy naharaka..."
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,Efa nihazakazaka nefa 5 minitra monja dia nila oxygen! Mety tsy maintsy mampiasa ny safidy roller!
ham,We live in the next  &lt;#&gt; mins,Miaina ao anatin'ny <#> min manaraka isika
ham,Y de asking like this.,Y de manontany ohatr'izao.
ham,Just glad to be talking to you.,Faly aho miresaka aminao.
ham,Wat time ü finish?,Amin'ny firy no vita?
ham,Sorry da. I gone mad so many pending works what to do.,Miala tsiny da. Lasa very saina aho noho ny asa maro miandry izay tokony hatao.
ham,How much you got for cleaning,Ohatrinona no azonao tamin'ny fanadiovana
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,ahoana ny olona tiako androany? miasa mafy ve ianao? tsy nahita tory indray ny alina lasa teo saika naneno anao tamin'ny 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,Sunshine Quiz! Mahazo mpitam-boky DVD super Sony raha azonao atao ny manonona ny renivohitr'i Aostralia? Alefaso ny MQUIZ amin'ny 82277. B
ham,Ü called dad oredi...,Ü niantso an'i dada oredi...
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,Tsara. heverinao fa afaka mandefa pix ho ahy ve ianao? Tiako ny mahita anao ambony sy ambany...
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Nvm... Hanao kiraro sport aho na izany aza... ho tara leh.
ham,"Sorry, I'll call later In meeting.",Miala tsiny fa hiantso aho amin'ny fivoriana.
ham,THIS IS A LONG FUCKIN SHOWR,FAMPISEHOANA LAVA ITY
ham,"Received, understood n acted upon!","Voaray, azo n tontosa!"
ham,They finally came to fix the ceiling.,Tonga ihany izy ireo nanamboatra ny valin-drihana.
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....","Mila ny fanomezako foana ianao bcz Tsy afaka manadino ny fitiavana ianao. ""Jeevithile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'Izany mns prabha dia'FITIAVANA' Nahazo izany. Aza malahelo ahy..."
ham,Jus finish blowing my hair. U finish dinner already?,Vitao ny nitsoka ny voloko. Efa vita ny sakafo hariva?
ham,I'm on the bus. Love you,Eny anaty fiara fitateram-bahoaka aho. Tiako enao
ham,Lol ... I knew that .... I saw him in the dollar store,Lol ... fantatro fa .... Hitako tao amin'ny fivarotana dolara izy
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,"Azafady, antsoy ny solontenanay amin'ny serivisy mpanjifa amin'ny 0800 169 6031 eo anelanelan'ny 10 ora maraina ka hatramin'ny 9 ora alina satria nahazo vola azo antoka £1000 na loka £5000 ianao!"
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,Ny isa Voda androany mifarana amin'ny 7634 dia voafantina hahazo valisoa £350. Raha manana lalao ianao dia antsoy ny 08712300220 amin'ny alàlan'ny kaody fitakiana 7684.
ham,Only saturday and sunday holiday so its very difficult:),Sabotsy sy alahady ihany ny fialan-tsasatra ka sarotra be :)
ham,Everybody had fun this evening. Miss you.,Nahafinaritra ny rehetra tamin'ity takariva ity. Manina anao.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?","Nahazo vola gasy hella, te hanao aventure grand nature miaraka amin'i galileo kely?"
ham,"I'm in a meeting, call me later at","Mivory aho, antsoy aho any aoriana any"
ham,Oh wow thats gay. Will firmware update help,Oh wow pelaka izany. Hanampy ve ny fanavaozana firmware
ham,These won't do. Have to move on to morphine,Tsy ho vita ireo. Mila miroso amin'ny morphine
ham,How come i din c ü... Yup i cut my hair...,"Ahoana no din c ü... Eny, nanapaka volo aho..."
ham,K k pa Had your lunch aha.,K k pa Nisakafo atoandro aha.
ham,Oh ho. Is this the first time u use these type of words,Oh ho. Sambany ve ianao no mampiasa ireo karazana teny ireo
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),Kapiteny vijayakanth manao hatsikana ao amin'ny captain tv..mamo izy :)
ham,Of course. I guess god's just got me on hold right now.,Mazava ho azy. Heveriko fa Andriamanitra no nitazona ahy izao.
ham,Do you hide anythiing or keeping distance from me,"Manafina na inona na inona ve ianao, na manalavitra ahy?"
ham,Havent.,tsy mbola.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,Esorina ianao! Raiso ny atiny finday avy amin'ny www.clubmoby.com antsoy ny 08717509990 poly/true/Pix/Ringtones/Lalao enina fampidinana ho an'ny 3 ihany
ham,Sorry i din lock my keypad.,Miala tsiny fa nanidy ny fanalahidiko aho.
ham,Did u got that persons story,Nahazo izany tantaran'olona izany ve ianao
ham,Are you planning to come chennai?,Mikasa ny ho tonga chennai ve ianao?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,Niezaka nifandray taminao izahay momba ny valin-teninao momba ny tolotra Video Phone 750 na oviana na oviana na oviana na oviana na oviana na oviana na oviana na oviana ny tamba-jotra mins Half Price Line Rental Camcorder Valio na antsoy ny 08000930705
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,Andriamanitra no namorona ny elanelana teo amin'ny rantsan-tananao ka ny matavy sum1 tena manokana dia hameno ireo banga ireo amin'ny fihazonana ny tananao.
ham,We are okay. Going to sleep now. Later,Tsy maninona izahay. Matory izao. TATỲ AORIANA
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","Mba arovy ny tenanao amin'ny e-fandrahonana. SIB dia tsy mangataka fampahalalana saro-pady toy ny tenimiafina, ATM/SMS PIN amin'ny alàlan'ny mailaka. Aza mizara ny tenimiafinao amin'iza na iza."
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE ""","Tonga ihany ny farany..! Taorian'ny am-polony taona..! Ny labiera dia mora kokoa noho ny PETROL! Miandrandra antsika “MISOROKA” ny fanjakana. . . Fa aza ""DRIVE"""
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,MIANDRY ANAO ny valisoa XMAS £400! Nifidy anao kisendrasendra avy amin'ny mpanjifanay finday mahatoky ny solosainay mba hahazoana valisoa £400. Antsoy fotsiny ny 09066380611
ham,Where r e meeting tmr?,Aiza ny fihaonana tmr?
ham,Lol yes. But it will add some spice to your day.,Lol eny. Hanampy zava-manitra ho an’ny andronao anefa izany.
ham,Hope you are having a great day.,Manantena aho fa manana andro mahafinaritra ianao.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,Nodimandry omaly alina ny renin'i Prasanth ettans. Mivavaha ho azy sy ny fianakaviany fotsiny.
ham,"K, I'll work something out","K, hanao zavatra aho"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,PRIVATE! Ny kaontinao 2003 momba ny kaontinao dia mampiseho 800 isa S. I. M. tsy voavotra. Antsoy ny 08718738002 Kaody famantarana: 48922 lany daty 21/11/04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,Ity hafatra ity dia avy amin'ny Dokotera lehibe any India :-): 1) Aza misotro APPY FIZZ. Misy taona miteraka Kansera izy io
ham,I cant pick the phone right now. Pls send a message,Tsy afaka maka ny finday aho izao. Alefaso azafady
ham,You call him and tell now infront of them. Call him now.,Antsoy izy ary lazao eo anatrehan'izy ireo izao. Antsoy izy izao.
ham,Ok no prob...,Ok tsy misy olana...
ham,Ladies first and genus second k .,Vehivavy voalohany ary karazana faharoa k .
ham,No. Yes please. Been swimming?,Tsia. Eny azafady. Nilomano?
ham,Mum not going robinson already.,Tsy mandeha robinson i Neny.
ham,Ok set let u noe e details later...,Ok asio azafady azafady ny antsipiriany any aoriana...
ham,Not..tel software name..,Tsy..tel software name..
ham,I send the print  outs da.,Alefako ny print out da.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,TENA TENA CUZ AO AMIN'NY RENY 2NITE AHOANA NY 2MORO
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!","Rehefa teraka aho dia hoy Andriamanitra hoe: ""Tsia! IDIOT hafa"". Rehefa teraka ianao dia hoy ANDRIAMANITRA hoe ""OH Tsia! Fifaninanana"". Iza no nahafantatra fa indray andro any dia ho lasa NAMANA MANDRAKIZAY!"
ham,"I didnt get ur full msg..sometext is missing, send it again",Tsy azoko ny hafatrao feno..misy texte tsy ampy dia alefaso indray
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",Angamba tsy izany fa efa ho lany lasantsy aho dia mahazo vola rahampitso
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114","Fanambarana momba ny serivisy mpanjifa. Vao haingana izahay no nanandrana nanao livraison tany aminao fa tsy afaka nanao izany, antsoy ny 07099833605 mba hamerenana ny fandaharam-potoana. Ref: 9280114"
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,adinoko 2 manontany ü smth daholo.. Misy carte da present lei... Ahoana? Ü samy mila 2 soratana smth na sonia eo?
ham,I'm leaving my house now.,Handeha ny tranoko aho izao.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","Salama ry Chloe, manao ahoana ianao? Potika aho ny sabotsy alina, tena tsara! Nanao ahoana ny faran'ny herinandronao? Nalahelo ahy ve ianao? SP visionsms.com Fijanonana lahatsoratra hampiato ny 150p/text"
ham,Ü ready then call me...,Ü vonona dia antsoy aho...
ham,Wewa is 130. Iriver 255. All 128 mb.,Wewa dia 130. Iriver 255. Ny 128 mb rehetra.
ham,It is a good thing I'm now getting the connection to bw,Soa ihany fa mahazo fifandraisana amin'ny bw aho izao
ham,Sry da..jst nw only i came to home..,Sry da..jst vao tonga tao an-trano aho..
ham,"That's cool he'll be here all night, lemme know when you're around","Tena tsara fa ho eto mandritra ny alina izy, ampahafantaro ahy rehefa eo ianao"
ham,Are you staying in town ?,Mijanona ao an-tanàna ve ianao?
ham,"Haha yeah, 2 oz is kind of a shitload","Haha eny, 2 oz dia karazana entana"
ham,Ok u can take me shopping when u get paid =D,Afaka mitondra ahy hiantsena ianao rehefa mahazo karama =D
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","Tena misy dikany amiko ny fiainako, Tsy noho ny fitiavako ny fiainako, Fa noho ny fitiavako ny olona eo amin'ny fiainako, Antsoin'izao tontolo izao hoe sakaiza, ataoko hoe Tontoloko:-).. Ge:-).."
